"Date,Open,High,Low,Close,Adj Close,Volume"
"12/1/2021,56907.96484,59041.68359,56553.08203,57229.82813,57229.82813,36858195307"
"12/2/2021,57217.37109,57349.23438,55895.13281,56477.81641,56477.81641,32379968686"
"12/3/2021,56509.16406,57482.16797,52496.58594,53598.24609,53598.24609,39789134215"
"12/4/2021,53727.87891,53904.67969,42874.61719,49200.70313,49200.70313,61385677469"
"12/5/2021,49201.51953,49768.14844,47857.49609,49368.84766,49368.84766,37198201161"
"12/6/2021,49413.48047,50929.51953,47281.03516,50582.625,50582.625,37707308001"
"12/7/2021,50581.82813,51934.78125,50175.80859,50700.08594,50700.08594,33676814852"
"12/8/2021,50667.64844,51171.375,48765.98828,50504.79688,50504.79688,28479699446"
"12/9/2021,50450.08203,50797.16406,47358.35156,47672.12109,47672.12109,29603577251"
"12/10/2021,47642.14453,50015.25391,47023.69922,47243.30469,47243.30469,30966005122"
"12/11/2021,47264.63281,49458.21094,46942.34766,49362.50781,49362.50781,25775869261"
"12/12/2021,49354.85547,50724.86719,48725.85156,50098.33594,50098.33594,21939223599"
"12/13/2021,50114.74219,50205,45894.84766,46737.48047,46737.48047,32166727776"
"12/14/2021,46709.82422,48431.39844,46424.49609,46612.63281,46612.63281,34638619079"
"12/15/2021,48379.75391,49473.95703,46671.96484,48896.72266,48896.72266,36541828520"
"12/16/2021,48900.46484,49425.57422,47529.87891,47665.42578,47665.42578,27268150947"
"12/17/2021,47653.73047,48004.89453,45618.21484,46202.14453,46202.14453,32902725329"
"12/18/2021,46219.25391,47313.82813,45598.44141,46848.77734,46848.77734,26098292690"
"12/19/2021,46853.86719,48089.66406,46502.95313,46707.01563,46707.01563,25154053861"
"12/20/2021,46707.0625,47401.71875,45579.80859,46880.27734,46880.27734,30961902129"
"12/21/2021,46886.07813,49300.91797,46698.77344,48936.61328,48936.61328,27055803928"
"12/22/2021,48937.09766,49544.79688,48450.94141,48628.51172,48628.51172,24447979559"
"12/23/2021,48626.34375,51332.33984,48065.83594,50784.53906,50784.53906,28223878108"
"12/24/2021,50806.05078,51814.02734,50514.49609,50822.19531,50822.19531,24367912228"
"12/25/2021,50854.91797,51176.59766,50236.70703,50429.85938,50429.85938,19030650914"
"12/26/2021,50428.69141,51196.37891,49623.10547,50809.51563,50809.51563,20964372926"
"12/27/2021,50802.60938,51956.32813,50499.46875,50640.41797,50640.41797,24324345758"
"12/28/2021,50679.85938,50679.85938,47414.21094,47588.85547,47588.85547,33430376883"
"12/29/2021,47623.87109,48119.74219,46201.49609,46444.71094,46444.71094,30049226299"
"12/30/2021,46490.60547,47879.96484,46060.3125,47178.125,47178.125,26686491018"
"12/31/2021,47169.37109,48472.52734,45819.95313,46306.44531,46306.44531,36974172400"
"1/1/2022,46311.74609,47827.3125,46288.48438,47686.8125,47686.8125,24582667004"
"1/2/2022,47680.92578,47881.40625,46856.9375,47345.21875,47345.21875,27951569547"
"1/3/2022,47343.54297,47510.72656,45835.96484,46458.11719,46458.11719,33071628362"
"1/4/2022,46458.85156,47406.54688,45752.46484,45897.57422,45897.57422,42494677905"
"1/5/2022,45899.35938,46929.04688,42798.22266,43569.00391,43569.00391,36851084859"
"1/6/2022,43565.51172,43748.71875,42645.53906,43160.92969,43160.92969,30208048289"
"1/7/2022,43153.57031,43153.57031,41077.44531,41557.90234,41557.90234,84196607520"
"1/8/2022,41561.46484,42228.94141,40672.27734,41733.94141,41733.94141,28066355845"
"1/9/2022,41734.72656,42663.94922,41338.16016,41911.60156,41911.60156,21294384372"
"1/10/2022,41910.23047,42199.48438,39796.57031,41821.26172,41821.26172,32104232331"
"1/11/2022,41819.50781,43001.15625,41407.75391,42735.85547,42735.85547,26327648900"
"1/12/2022,42742.17969,44135.36719,42528.98828,43949.10156,43949.10156,33499938689"
"1/13/2022,43946.74219,44278.42188,42447.04297,42591.57031,42591.57031,47691135082"
"1/14/2022,42598.87109,43346.6875,41982.61719,43099.69922,43099.69922,23577403399"
"1/15/2022,43101.89844,43724.67188,42669.03516,43177.39844,43177.39844,18371348298"
"1/16/2022,43172.03906,43436.80859,42691.02344,43113.87891,43113.87891,17902097845"
"1/17/2022,43118.12109,43179.39063,41680.32031,42250.55078,42250.55078,21690904261"
"1/18/2022,42250.07422,42534.40234,41392.21484,42375.63281,42375.63281,22417209227"
"1/19/2022,42374.03906,42478.30469,41242.91406,41744.32813,41744.32813,23091543258"
"1/20/2022,41744.02734,43413.02344,40672.82422,40680.41797,40680.41797,20382033940"
"1/21/2022,40699.60547,41060.52734,35791.42578,36457.31641,36457.31641,43011992031"
"1/22/2022,36471.58984,36688.8125,34349.25,35030.25,35030.25,39714385405"
"1/23/2022,35047.35938,36433.3125,34784.96875,36276.80469,36276.80469,26017975951"
"1/24/2022,36275.73438,37247.51953,33184.05859,36654.32813,36654.32813,41856658597"
"1/25/2022,36654.80469,37444.57031,35779.42969,36954.00391,36954.00391,26428189594"
"1/26/2022,36950.51563,38825.41016,36374.90625,36852.12109,36852.12109,31324598034"
"1/27/2022,36841.87891,37148.32422,35629.28125,37138.23438,37138.23438,25041426629"
"1/28/2022,37128.44531,37952.87891,36211.10938,37784.33203,37784.33203,22238830523"
"1/29/2022,37780.71484,38576.26172,37406.47266,38138.17969,38138.17969,17194183075"
"1/30/2022,38151.91797,38266.33984,37437.71094,37917.60156,37917.60156,14643548444"
"1/31/2022,37920.28125,38647.26172,36733.57422,38483.125,38483.125,20734730465"
"2/1/2022,38481.76563,39115.13281,38113.66406,38743.27344,38743.27344,20288500328"
"2/2/2022,38743.71484,38834.61719,36832.73047,36952.98438,36952.98438,19155189416"
"2/3/2022,36944.80469,37154.60156,36375.53906,37154.60156,37154.60156,18591534769"
"2/4/2022,37149.26563,41527.78516,37093.62891,41500.875,41500.875,29412210792"
"2/5/2022,41501.48047,41847.16406,41038.09766,41441.16406,41441.16406,19652846215"
"2/6/2022,41441.12109,42500.78516,41244.90625,42412.43359,42412.43359,16142097334"
"2/7/2022,42406.78125,44401.86328,41748.15625,43840.28516,43840.28516,28641855926"
"2/8/2022,43854.65234,45293.86719,42807.83594,44118.44531,44118.44531,33079398868"
"2/9/2022,44096.70313,44727.80078,43232.96875,44338.79688,44338.79688,23245887300"
"2/10/2022,44347.80078,45661.17188,43402.80859,43565.11328,43565.11328,32142048537"
"2/11/2022,43571.12891,43810.83203,42114.53906,42407.9375,42407.9375,26954925781"
"2/12/2022,42412.30078,42992.55078,41852.57422,42244.46875,42244.46875,18152390304"
"2/13/2022,42236.56641,42693.05469,41950.94141,42197.51563,42197.51563,14741589015"
"2/14/2022,42157.39844,42775.77734,41681.95703,42586.91797,42586.91797,20827783012"
"2/15/2022,42586.46484,44667.21875,42491.03516,44575.20313,44575.20313,22721659051"
"2/16/2022,44578.27734,44578.27734,43456.69141,43961.85938,43961.85938,19792547657"
"2/17/2022,43937.07031,44132.97266,40249.37109,40538.01172,40538.01172,26246662813"
"2/18/2022,40552.13281,40929.15234,39637.61719,40030.97656,40030.97656,23310007704"
"2/19/2022,40026.02344,40418.87891,39713.05859,40122.15625,40122.15625,13736557863"
"2/20/2022,40118.10156,40119.89063,38112.8125,38431.37891,38431.37891,18340576452"
"2/21/2022,38423.21094,39394.4375,36950.47656,37075.28125,37075.28125,29280402798"
"2/22/2022,37068.76953,38359.85547,36488.93359,38286.02734,38286.02734,25493150450"
"2/23/2022,38285.28125,39122.39453,37201.81641,37296.57031,37296.57031,21849073843"
"2/24/2022,37278.56641,38968.83984,34459.21875,38332.60938,38332.60938,46383802093"
"2/25/2022,38333.74609,39630.32422,38111.34375,39214.21875,39214.21875,26545599159"
"2/26/2022,39213.08203,40005.34766,38702.53516,39105.14844,39105.14844,17467554129"
"2/27/2022,39098.69922,39778.94141,37268.97656,37709.78516,37709.78516,23450127612"
"2/28/2022,37706,43760.45703,37518.21484,43193.23438,43193.23438,35690014104"
"3/1/2022,43194.50391,44793.60156,42952.58594,44354.63672,44354.63672,32479047645"
"3/2/2022,44357.61719,45077.57813,43432.85156,43924.11719,43924.11719,29183112630"
"3/3/2022,43925.19531,44021.57813,41914.75,42451.78906,42451.78906,24967782593"
"3/4/2022,42458.14063,42479.61328,38805.84766,39137.60547,39137.60547,28516271427"
"3/5/2022,39148.44922,39566.33594,38777.03516,39400.58594,39400.58594,16975917450"
"3/6/2022,39404.19922,39640.17578,38211.64844,38419.98438,38419.98438,19745229902"
"3/7/2022,38429.30469,39430.22656,37260.20313,38062.03906,38062.03906,28546143503"
"3/8/2022,38059.90234,39304.44141,37957.38672,38737.26953,38737.26953,25776583476"
"3/9/2022,38742.81641,42465.67188,38706.09375,41982.92578,41982.92578,32284121034"
"3/10/2022,41974.07031,42004.72656,38832.94141,39437.46094,39437.46094,31078064711"
"3/11/2022,39439.96875,40081.67969,38347.43359,38794.97266,38794.97266,26364890465"
"3/12/2022,38794.46484,39308.59766,38772.53516,38904.01172,38904.01172,14616450657"
"3/13/2022,38884.72656,39209.35156,37728.14453,37849.66406,37849.66406,17300745310"
"3/14/2022,37846.31641,39742.5,37680.73438,39666.75391,39666.75391,24322159070"
"3/15/2022,39664.25,39794.62891,38310.21094,39338.78516,39338.78516,23934000868"
"3/16/2022,39335.57031,41465.45313,39022.34766,41143.92969,41143.92969,39616916192"
"3/17/2022,41140.84375,41287.53516,40662.87109,40951.37891,40951.37891,22009601093"
"3/18/2022,40944.83984,42195.74609,40302.39844,41801.15625,41801.15625,34421564942"
"3/19/2022,41794.64844,42316.55469,41602.66797,42190.65234,42190.65234,19664853187"
"3/20/2022,42191.40625,42241.16406,41004.75781,41247.82422,41247.82422,20127946682"
"3/21/2022,41246.13281,41454.41016,40668.04297,41077.99609,41077.99609,24615543271"
"3/22/2022,41074.10547,43124.70703,40948.28125,42358.80859,42358.80859,32004652376"
"3/23/2022,42364.37891,42893.50781,41877.50781,42892.95703,42892.95703,25242943069"
"3/24/2022,42886.65234,44131.85547,42726.16406,43960.93359,43960.93359,31042992291"
"3/25/2022,43964.54688,44999.49219,43706.28516,44348.73047,44348.73047,30574413034"
"3/26/2022,44349.85938,44735.99609,44166.27344,44500.82813,44500.82813,16950455995"
"3/27/2022,44505.35547,46827.54688,44437.29297,46820.49219,46820.49219,28160889722"
"3/28/2022,46821.85156,48086.83594,46690.20313,47128.00391,47128.00391,36362175703"
"3/29/2022,47100.4375,48022.28906,47100.4375,47465.73047,47465.73047,31397059069"
"3/30/2022,47456.89844,47655.14844,46746.21094,47062.66406,47062.66406,29333883962"
"3/31/2022,47062.14844,47512.02734,45390.53906,45538.67578,45538.67578,33327427106"
"4/1/2022,45554.16406,46616.24219,44403.14063,46281.64453,46281.64453,38162644287"
"4/2/2022,46285.5,47028.28125,45782.51172,45868.94922,45868.94922,29336594194"
"4/3/2022,45859.12891,47313.47656,45634.10547,46453.56641,46453.56641,25414397610"
